ENST00000390423.2	30.7677	143.113	70.7098	93.0237	101.178	39.9897	91.3824	253.126	120.454	54.5365	30.9317	61.7885	172.084	71.0044	185.132	40.17	67.2411	317.96	68.191	67.6283
ENST00000390424.2	43.7023	20.515	60.1556	19.0515	0	0	36.498	79.0558	58.0846	58.1137	132.148	66.5289	0	20.4609	0	0	18.9063	18.7566	81.0149	96.4295
ENST00000390425.2	0	73.8156	65.8817	14.0037	22.1779	6.96258	6.88851	57.5714	27.4052	27.8993	23.7408	70.4559	81.3033	36.8361	27.5475	6.93016	49.3674	62.3274	28.1665	13.9403
ENST00000390426.2	80.9085	45.1159	148.109	111.299	90.9124	27.8957	122.93	177.175	84.3234	28.602	48.5483	129.833	15.0375	134.163	83.4894	28.1135	112.718	152.725	43.0288	70.9568
ENST00000390427.3	21.3914	99.9755	58.7024	0	20.227	18.4016	17.8365	0	18.8628	18.902	0	21.7284	98.445	39.9247	77.2007	18.9523	18.4697	73.3575	19.6005	18.8612
ENST00000634383.1	453.43	0	32.0196	28.782	0	30.2441	0	12.1634	30.2618	0	553.197	0	32.7594	31.6929	0	0	0	0	29.8197	0
ENST00000390357.3	37.5542	0	8.55511	129.472	140.807	0	94.2653	51.556	24.5337	99.5323	0	47.1855	174.339	86.9016	164.221	0	48.681	8.04923	33.8036	98.806
ENST00000390387.3	33.2797	7.72705	38.0227	28.6127	7.79256	14.3098	0	30.3698	0	29.3332	33.2061	16.6912	54.1401	30.6741	21.515	7.24543	21.7076	21.416	44.249	7.30227
ENST00000390381.3	9.5193	13.3764	15.3094	25.8841	15.5667	0	4.16265	6.42253	6.17727	14.4249	4.7858	9.46431	22.0647	8.87359	14.772	2.08713	2.12208	10.3675	12.7954	6.2716
ENST00000390353.2	38.7398	57.6847	128.114	80.2823	21.8378	20.1199	0	35.4094	67.3961	13.7219	46.7181	46.6526	64.9679	100.117	26.6355	26.9446	13.5277	46.6895	54.9161	20.4327
ENST00000455382.2	27.1886	176.63	87.2848	35.1903	50.9798	11.7425	34.6285	123.97	59.137	59.9467	67.9902	95.3607	177.523	56.3271	0	0	35.8409	35.0649	11.9957	23.86
ENST00000390428.3	0	0	13.9484	52.4908	42.7714	0	0	27.7416	26.4083	0	0	0	14.1612	55.98	0	0	0	0	13.4646	0
ENST00000390430.2	0	36.9679	9.15369	0	27.8599	0	8.56161	63.4007	0	17.5474	29.8087	29.6322	46.4545	0	34.1824	0	8.84399	43.1974	26.3742	43.769
ENST00000390432.2	0	67.0644	0	77.6306	0	0	30.2591	16.499	31.3459	15.934	0	0	0	50.069	78.4492	0	0	0	32.3292	15.8142
ENST00000390433.1	22.9512	0	83.7301	19.97	21.732	19.6633	57.2928	0	40.4037	81.1965	22.9349	0	63.3294	21.3879	42.0987	20.5542	0	77.8824	42.6402	0
ENST00000390434.3	52.5671	73.2745	42.3885	17.4935	73.1689	5.77192	34.3302	35.4645	28.2614	28.7229	45.7337	57.9417	67.0127	115.839	73.0182	11.4642	23.2618	34.4594	34.9966	45.9242
ENST00000390435.1	136.747	193	333.662	317.938	280.897	19.5191	94.9926	102.523	80.397	60.5066	273.751	346.695	167.803	361.928	292.574	0	59.0873	38.7532	232.716	120.063
ENST00000390436.2	183.425	38.1868	74.6256	159.378	134.485	52.5406	102.109	74.1651	161.324	89.8462	61.0762	61.8528	56.3964	37.8553	72.6423	107.652	17.6152	69.9382	92.9122	89.7027
ENST00000390437.2	105.383	43.3529	75.1982	40.6324	21.8765	40.5562	49.8946	32.0201	131.835	61.9357	128.579	116.615	21.8186	21.5869	29.9394	71.1448	30.9789	60.5761	61.7891	30.8619
ENST00000390438.2	61.3942	0	9.35589	53.2947	9.49227	44.2903	17.4943	0	35.1895	26.9276	50.7859	50.5094	18.9865	28.2218	52.3564	8.86157	18.0644	0	17.9662	0
ENST00000390439.2	58.295	54.3447	40.2275	63.1282	54.7648	0	24.7888	26.6713	38.0748	64.5541	29.2442	73.3977	68.1014	40.3163	25.0157	12.6844	38.3523	37.6642	25.8597	77.0396
ENST00000390440.2	26.5133	85.9534	85.0191	91.5382	62.0643	22.8866	67.4987	72.5387	46.0621	35.0527	13.241	66.3908	210.226	36.589	135.616	46.033	58.1922	11.4009	58.3785	104.653
ENST00000390441.2	0	30.2656	89.5126	0	15.2595	14.0432	0	0	14.1461	28.7786	32.5943	32.683	0	45.0203	28.0425	0	14.1926	0	28.8985	14.2933
ENST00000390442.3	47.1449	14.6212	129.838	0	73.8638	40.7546	0	0	0	41.7408	0	15.7613	58.5492	86.9594	40.5262	41.0183	13.7235	0	13.9311	27.607
ENST00000390443.3	20.0868	55.9929	18.5076	11.8743	37.28	11.7584	40.7951	6.02607	23.0425	17.5662	6.65843	65.6186	12.4171	31.0561	29.2238	11.6807	65.1928	17.5493	29.7056	11.7018
ENST00000390444.1	217.051	22.9281	110.831	149.374	23.1526	41.9595	20.1648	0	129.191	42.8181	0	0	0	136.15	0	44.0376	41.7693	41.1598	92.0535	42.5207
ENST00000390445.2	75.5173	34.8784	8.64997	57.5733	8.75789	8.19667	56.6734	25.6219	48.7016	33.0998	93.6884	18.6046	8.76346	52.147	0	8.18291	0	65.3135	41.4852	33.0119
ENST00000390446.3	24.1347	11.1766	11.0711	0	0	10.4348	0	0	10.4714	21.2921	0	60.0933	22.5227	0	41.1294	10.4699	0	51.9919	0	21.1974
ENST00000390447.3	196.594	57.2827	47.2878	53.8732	28.8046	89.557	44.2015	74.9926	62.2858	54.4722	41.088	81.7612	67.1819	47.5726	26.4589	71.6638	45.6406	44.6149	63.5589	63.3048
ENST00000390448.3	44.988	0	41.2901	12.9529	14.0588	12.9729	38.145	27.3754	26.0734	13.2729	0	45.1885	27.9443	27.6052	25.73	65.0894	52.4728	0	13.2848	0
ENST00000390449.3	135.115	190.415	82.5372	117.723	21.292	19.3599	56.3343	101.111	0	19.9605	45.1592	68.6734	41.4692	105.14	82.4486	0	97.3054	153.623	125.418	59.4161
ENST00000390450.3	10.5203	29.13	19.2376	9.12751	9.76282	0	26.9546	9.53328	9.05612	9.238	0	51.9988	0	29.0153	8.96478	0	27.8253	0	36.9068	0
ENST00000390451.2	0	27.3665	13.4845	0	0	0	0	13.4272	38.3502	64.9551	14.7226	29.5568	54.8328	13.5331	0	12.7636	64.2944	25.2828	26.0428	25.8459
ENST00000390452.2	19.7168	0	0	17.0764	37.214	16.984	32.9178	36.1729	34.6735	17.4291	98.2165	0	0	36.6206	0	121.48	102.546	16.9618	17.9181	0
ENST00000390453.1	0	0	20.6343	19.6206	42.584	19.3599	18.7781	60.6667	39.7699	39.921	135.478	91.5645	82.9384	42.0562	20.6122	40.2748	97.3054	19.2029	62.7092	59.4161
ENST00000390454.2	0	0	14.0444	26.4231	14.3525	0	38.9191	27.9319	0	27.0778	0	0	42.7619	28.1928	26.2809	13.2891	0	13.1624	67.8289	40.3191
ENST00000390455.3	0	0	27.1162	13.0053	34.1761	12.9063	19.1812	39.8673	19.0205	19.3481	14.6502	21.6897	13.6705	13.6486	38.3935	6.42064	13.047	25.6812	19.5785	51.5333
ENST00000390457.2	0	36.8372	24.2912	57.2113	0	11.4433	22.4996	36.2694	0	35.0527	0	26.5563	37.0988	12.1963	11.3013	0	46.5537	45.6038	0	11.6281
ENST00000390458.3	51.1618	56.6721	74.8471	53.2947	75.9381	26.5742	17.4943	37.0689	26.3921	62.8311	60.9431	50.5094	9.49326	9.40725	26.1782	26.5847	9.03221	17.6593	26.9492	8.94358
ENST00000557168.1	23.2738	65.9708	0	0	66.1901	0	38.7723	0	20.5676	0	23.301	70.7727	64.5881	21.882	21.4984	0	39.9991	78.9674	43.5003	61.0597
ENST00000390460.1	0	0	44.9359	21.5491	46.8134	42.4598	0	0	21.7633	21.5801	49.1708	0	0	0	92.6143	0	21.0213	20.849	46.3906	0
ENST00000390463.3	0	19.5447	19.1326	36.3336	39.3992	17.988	17.4172	0	55.0458	36.7964	20.891	21.1961	38.5699	0	18.748	18.4697	18.0402	0	0	55.1198
ENST00000390464.2	21.2286	39.7364	38.8843	36.9706	100.485	0	0	0	37.522	112.711	21.3367	0	19.5731	79.3026	115.039	0	18.3771	36.501	19.4845	281.317
ENST00000390465.2	48.5451	15.0386	74.0546	13.9124	60.6083	13.9479	13.6589	44.2937	56.2156	14.301	32.3656	16.2292	15.0375	29.814	41.7447	0	70.4485	55.5363	0	28.3827
ENST00000390466.1	23.9224	22.7272	0	21.0615	22.8741	0	19.9533	21.7058	21.2736	0	48.1698	0	22.1743	89.8653	0	0	41.2584	0	0	41.9706
ENST00000390468.1	46.8217	44.3043	64.0256	0	199.896	20.1589	97.4956	105.402	0	269.012	46.8601	0	21.658	0	411.94	42.0708	40.2092	19.8318	65.7352	286.7
ENST00000390368.2	131.164	142.655	67.0459	37.8769	75.3016	6.30828	55.7747	0	31.729	38.7325	73.1105	80.7375	88.5318	33.5969	68.7931	12.6844	25.5682	62.7737	0	19.2599
ENST00000454561.2	14.3263	26.5836	19.771	18.9817	6.64171	0	6.21716	9.6783	24.6332	0	14.2307	7.02347	6.63922	52.2484	12.4523	0	6.33898	24.9805	38.058	0
ENST00000390374.3	49.5499	15.3536	15.1115	99.4284	15.4641	14.2258	0	45.2119	0	29.1489	0	33.1505	0	15.2257	17.7952	0	14.3741	0	0	0
ENST00000390375.2	69.8122	48.6045	0	7.50457	24.4872	29.9433	29.3069	0	37.8476	7.69749	148.13	17.5495	16.2251	16.129	52.8325	91.2119	22.744	14.9377	23.3344	45.8628
ENST00000612787.1	26.3695	0	89.4737	0	129.703	0	0	39.684	0	0	0	0	116	0	140.242	0	0	0	0	19.3846
ENST00000614171.1	37.3146	25.9854	25.4903	40.2035	26.2308	16.0048	7.80078	34.1299	81.1621	24.7269	37.1029	9.38013	25.9812	60.4656	32.6042	8.17215	0	7.99103	75.5746	8.16576
ENST00000611462.1	0	36.1248	0	150.728	18.2263	0	0	0	16.9477	34.2264	0	0	0	89.887	0	0	0	0	17.5149	17.0448
ENST00000620569.1	15.8742	14.3903	26.9689	6.35566	110.168	0	31.1634	6.71359	44.7419	0	0	22.1676	37.4828	17.9655	25.1903	19.1455	0	6.32069	26.0428	19.3844
ENST00000617347.1	162.505	249.697	78.6478	77.7171	42.1765	77.8375	38.145	0	65.1836	26.5458	240.792	75.3141	102.063	73.7743	36.022	39.0536	78.7093	38.7026	92.9938	26.3557
ENST00000417977.2	127.282	212.132	10.6128	0	75.6193	20.0516	69.0874	0	0	15.2885	184.767	103.627	0	5.33258	88.7925	0	71.4017	0	0	91.4707
ENST00000697100.1	53.1711	0	68.0926	73.8128	9.87652	18.4053	36.3334	0	27.4747	0	42.2602	10.521	9.86698	39.117	18.1236	0	28.1498	0	9.32895	9.29758
ENST00000390341.2	49.411	91.4078	98.2035	93.8273	61.0484	7.18035	63.9346	29.7351	49.5198	21.6112	40.8447	129.433	61.0617	22.8013	170.338	7.14665	65.5178	7.14034	7.2666	86.378
ENST00000390343.2	41.1596	18.9957	9.40597	35.718	76.3688	17.8123	0	46.6111	8.84649	9.02654	20.4254	30.482	0	37.8442	26.3178	0	27.2424	0	9.03165	0
ENST00000390344.2	208.048	32.2009	31.9279	0	28.4108	24.3285	26.4332	0	23.8513	12.1283	110.303	13.5956	6.43038	19.2854	30.2081	36.2682	12.2743	12.1047	6.14706	18.1745
ENST00000390345.2	48.6285	87.0065	41.2264	92.6443	45.4015	19.6678	11.7463	15.8466	19.0861	30.7143	70.7079	77.8395	32.6963	65.3428	19.7285	0	35.4011	42.9051	39.4792	0
ENST00000390346.2	36.8584	116.249	61.0115	58.5237	51.8372	32.2659	42.2971	46.5119	6.34018	6.44937	95.2262	110.539	75.1877	68.2432	38.3935	19.2619	78.282	70.6232	13.0524	25.7666
ENST00000426402.2	343.831	73.1048	32.9516	31.6362	106.267	69.0272	31.0858	6.4522	12.3166	25.0523	184.999	68.851	39.8353	8.09786	6.22617	56.1588	0	24.9805	12.686	6.2575
ENST00000390348.2	83.6896	48.2755	0	0	19.4149	0	8.93644	9.47479	0	9.18489	62.3243	62.0288	29.1178	0	44.5764	0	0	0	0	0
ENST00000617639.1	0	6.97609	20.6451	25.9057	28.1176	0	19.0725	6.84385	0	0	22.5742	60.2513	0	20.7039	0	6.50894	26.2364	12.9009	13.2848	32.9446
ENST00000616518.1	0	0	0	35.1903	19.1174	0	0	12.397	17.7411	0	27.1961	13.623	12.6802	31.2928	34.8447	0	23.8939	11.6883	0	11.93
ENST00000390393.3	69.3494	206.086	56.6188	116.596	130.097	30.4106	9.04297	8.74267	71.5539	0	82.7271	183.54	49.1047	122.141	60.7937	30.2235	85.9199	63.5495	116.794	18.1745
ENST00000390394.3	85.9181	173.019	116.873	123.783	69.7799	61.8699	109.444	14.512	124.44	15.8312	85.9678	57.5482	30.5199	144.983	29.9256	49.7196	100.343	27.3354	139.354	50.281
ENST00000390396.1	10.9873	103.24	30.1974	0	20.8452	0	0	0	0	19.4659	0	78.1295	10.15	20.5744	10.0173	0	9.5072	18.8425	20.3707	19.3846
ENST00000390397.2	249.176	0	0	0	8.34103	7.61923	0	0	0	0	266.796	0	16.5408	0	0	31.0392	0	0	0	0
ENST00000390398.3	17.7983	16.5565	8.13227	7.65478	0	0	59.7387	0	0	0	0	53.7552	16.5408	8.23415	15.446	0	30.8499	0	0	0
ENST00000390399.3	25.6099	31.7364	101.458	51.4654	104.09	22.0156	79.1102	46.8394	14.8206	75.2612	59.7931	77.3959	142.925	78.847	147.535	0	22.2646	43.9197	68.4297	67.3775
ENST00000390400.2	19.8492	27.8593	90.6771	86.0994	140.38	8.5445	66.238	27.2586	87.323	43.8388	9.89963	40.1843	73.6716	73.6733	61.5855	0	25.8137	51.1484	90.1833	87.6476
ENST00000422143.2	23.0758	42.9338	77.7808	66.4455	93.9507	6.66494	52.2185	28.1251	73.6105	95.4389	38.6646	69.512	86.042	85.2053	33.0592	0	13.4482	46.3692	47.7337	27.0513
ENST00000390477.2	0	61.2787	16.2731	19.9724	28.3686	15.5639	38.6985	11.6326	26.518	11.5246	26.1702	29.6955	20.1537	28.392	34.6792	3.83363	23.4173	11.4378	23.5268	26.6202
ENST00000611116.2	1187.03	1211.74	1053.22	1299.7	1187.08	671.777	1029.32	919.398	1186.37	1056.25	1136.53	1184.7	1095.4	1102.68	1077.27	751.954	950.791	880.581	1224.25	1031.13
ENST00000632136.1	0	180.398	0	0	0	0	109.613	0	0	0	0	222.118	0	8.54999	0	0	15.7828	0	0	0
ENST00000622053.4	1417.21	1488.47	1110.25	1585.92	1628.87	479.116	904.605	733.016	1348.47	1026.68	1327.35	1374.56	1125.18	1421.35	1749.67	481.459	884.402	835.342	1199.35	1055.96
ENST00000633705.1	848.023	757.027	971.442	981.606	922.954	222.515	373.27	568.871	726.372	457.324	791.833	685.381	1094.65	869.785	780.64	245.928	424.399	468.093	726.384	375.934
ENST00000466254.1	20.0821	173.747	35.2244	0	185.975	0	104.615	64.3887	0	152.07	76.7752	282.85	33.505	0	111.171	0	113.644	95.6331	0	43.4771
ENST00000436911.6	279.589	191.19	70.7911	65.2423	95.6034	73.2577	128.198	63.5938	45.8688	51.821	306.894	171.975	87.554	56.9688	116.158	54.6049	76.3046	40.5096	62.1579	62.436
ENST00000443402.6	3.33165	34.3865	17.4987	7.5345	27.4525	0	10.0437	10.0456	2.94394	7.95543	5.69902	28.3864	9.34484	6.33106	18.0927	1.00869	11.5793	5.05088	4.17585	13.5263
ENST00000488476.1	0	0	48.0574	0	0	0	0	0	0	0	0	88.8051	149.517	0	0	0	0	0	0	0
ENST00000461719.1	0	0	48.0574	73.8319	0	0	0	207.691	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000622473.2	47.1614	235.509	26.3499	9.35004	86.7812	38.2715	369.708	73.141	5.48266	168.616	75.4593	378.238	128.118	13.7728	162.456	27.3308	314.224	117.909	20.6052	121.774
ENST00000633714.1	52.0365	141.66	93.8866	87.0194	90.0324	35.2391	165.635	132.401	75.4288	120.152	80.7428	252.552	158.95	133.089	141.988	39.6949	164.576	162.187	86.4871	99.5141
ENST00000631466.1	4.81485	18.032	9.00354	4.39046	17.937	4.29595	23.749	10.5675	0	14.1039	3.99522	29.1359	23.3355	2.71316	29.8422	0	20.4844	11.5082	1.15164	9.22165
ENST00000618981.2	0	6.29435	2.6469	0.870433	18.7526	3.42925	4.21376	12.3806	0	29.6481	0	13.1252	14.2827	1.80297	36.7556	0	14.432	17.379	2.28497	34.215
ENST00000621803.2	35.687	34.9323	93.3825	1.69185	66.5534	31.0627	25.6703	129.832	0	92.6472	37.4194	82.6988	160.511	9.82695	120.388	22.084	28.0621	197.088	6.44372	97.2252
ENST00000626472.2	15.6535	39.9404	3.59401	1.77361	26.1292	3.09557	63.1573	16.1298	2.47663	24.6985	16.2548	79.2917	7.41099	3.24624	43.375	5.10753	64.4124	14.0704	11.0873	24.4572
ENST00000390547.3	52.0365	141.66	93.8866	87.0194	90.0324	35.2391	165.635	132.401	75.4288	120.152	80.7428	252.552	158.95	133.089	141.988	39.6949	164.576	162.187	86.4871	99.5141
ENST00000390321.2	142.993	123.692	27.75	72.8606	114.579	16.8805	156.578	237.173	33.8523	242.048	69.0555	200.433	86.3114	83.5772	259.25	0	159.95	92.7493	34.3023	143.258
ENST00000390323.2	95.708	216.036	116.73	55.3596	140.366	97.1389	485.399	209.489	79.9264	171.383	137.346	713.503	261.185	127.13	448.468	18.4202	530.915	328.946	139.934	244.918
ENST00000390325.2	42.5369	117.838	38.91	18.4532	521.36	77.7111	268.518	99.2318	29.9724	323.08	42.2602	159.74	94.0265	9.77926	466.773	36.8405	210.362	9.96805	55.9737	470.996
ENST00000390549.6	4.81485	18.032	9.00354	4.39046	17.937	4.29595	23.749	10.5675	0	14.1039	3.99522	29.1359	23.3355	2.71316	29.8422	0	20.4844	11.5082	1.15164	9.22165
ENST00000390559.6	15.6535	39.9404	3.59401	1.77361	26.1292	3.09557	63.1573	16.1298	2.47663	24.6985	16.2548	79.2917	7.41099	3.24624	43.375	5.10753	64.4124	14.0704	11.0873	24.4572
ENST00000390543.3	0	6.29435	2.6469	0.870433	18.7526	3.42925	4.21376	12.3806	0	29.6481	0	13.1252	14.2827	1.80297	36.7556	0	14.432	17.379	2.28497	34.215
ENST00000390237.2	203.694	732.565	445.994	206.597	595.364	130.013	819.218	735.025	228.862	863.309	310.979	1114.66	1001.95	362.093	771.932	143.055	984.048	810.043	276.793	718.769
ENST00000632088.2	0	23.0304	0	0	21.821	7.1129	27.8444	8.05767	14.3443	29.1489	0	24.8629	41.2503	7.61286	14.2362	0	21.5612	8.16569	0	36.272
ENST00000632887.1	0	5.51909	0	5.16931	21.1334	5.15624	0	36.7316	5.1674	0	0	29.6758	0	0	26.5367	5.17233	26.2712	20.5475	0	15.7115
ENST00000632822.1	31.2092	79.8283	28.6614	33.6755	10.1283	6.74385	171.783	108.178	33.9111	62.1901	47.0436	289.576	69.9835	28.7989	92.367	13.5688	177.182	99.6859	55.2966	48.0336
ENST00000633682.1	0	15.5714	45.9497	14.4056	0	0	35.2707	38.2139	0	7.37757	0	58.8116	23.3384	15.4469	14.4401	0	36.3982	21.5397	0	44.0411
ENST00000632910.1	8.37973	7.78569	15.3166	0	0	0	47.1107	22.9283	0	0	0	0	46.6767	23.1703	0	7.29481	7.27965	28.7196	0	29.3607
ENST00000390313.3	981.691	0	133.929	0	0	0	0	75.8253	0	0	668.511	0	212.135	0	0	0	0	53.7142	0	0
ENST00000390314.2	0	79.2239	0	13.4702	35.2483	0	79.2846	14.2619	0	13.82	15.6812	73.9901	58.143	0	0	0	81.7761	13.427	0	0
ENST00000631807.1	0	26.3392	12.5521	11.8105	0	20.3199	13.6872	49.931	16.1258	0	0	19.0972	58.8435	75.5654	0	0	36.4047	34.9711	16.3493	0
ENST00000619078.2	17.859	0	5.03845	7.79834	0	11.6545	33.7995	0	5.4657	8.79321	17.7204	23.6834	18.4084	20.9066	9.34972	0	16.1244	15.4546	0	3.90209
ENST00000633400.1	0	16.4817	0	0	35.8147	18.0792	31.569	32.3051	7.31691	13.1213	12.7458	56.1258	38.2284	0	52.9445	0	33.1358	0	0	19.5975
ENST00000632630.1	25.3552	60.7586	20.312	21.9027	29.6401	24.6625	82.6503	0	5.50543	39.1106	0	107.728	35.4931	0	32.1542	5.50109	100.573	16.3747	16.7466	61.2114
ENST00000390609.3	25.3552	60.7586	20.312	21.9027	29.6401	24.6625	82.6503	0	5.50543	39.1106	0	107.728	35.4931	0	32.1542	5.50109	100.573	16.3747	16.7466	61.2114
ENST00000390616.2	0	58.0569	0	21.0236	0	0	26.4282	14.2619	0	0	78.406	0	0	0	0	0	27.2587	26.854	0	13.7239
ENST00000390607.2	0	24.6145	0	0	36.0611	0	59.8217	52.1539	14.7616	0	0	25.6624	11.9783	0	65.2226	0	54.1289	22.1023	0	19.3392
ENST00000390603.2	12.2909	34.1344	0	0	22.9858	0	22.8544	0	0	32.5132	36.8151	85.8346	0	0	10.472	31.9786	65.0082	0	0	10.7868
ENST00000390615.2	25.5204	60.2739	0	22.0333	0	0	0	0	0	52.4852	0	112.252	0	0	0	22.1507	51.3381	0	29.7263	39.195
ENST00000603660.1	0	16.4817	0	0	35.8147	18.0792	31.569	32.3051	7.31691	13.1213	12.7458	56.1258	38.2284	0	52.9445	0	33.1358	0	0	19.5975
ENST00000632950.2	0	0	0	0	15.0603	0	0	0	0	116.197	0	0	0	0	27.7952	0	0	0	0	51.3597
ENST00000390605.2	29.1475	0	0	0	0	37.8497	49.5775	53.3426	25.3832	25.8217	0	44.0386	0	0	25.0157	0	25.5682	50.219	25.8597	12.8399
ENST00000610349.2	0	27.7166	41.0143	6.43919	27.9149	6.44108	50.494	20.3994	12.9602	13.1705	0	0	13.882	6.85284	44.7263	6.46481	42.1445	19.2156	0	19.641
ENST00000628287.1	0	71.0664	9.50031	54.1437	35.0632	0	26.6161	9.4078	17.8905	0	30.9636	92.4311	0	74.7377	0	0	67.5314	71.7699	36.4842	18.1768
ENST00000390287.2	19.7168	36.8626	0	0	55.821	0	115.212	0	0	52.2872	0	159.648	0	0	87.3089	34.7086	136.728	0	0	86.9875
